0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
253	596
254	591
256	585
257	583
258	579
259	577
260	575
261	573
264	571
265	571
265	571
270	567
272	564
272	564
277	561
277	561
289	556
295	555
295	555
316	549
335	545
335	545
365	537
380	535
395	532
395	532
418	528
429	527
444	523
453	521
456	520
463	518
470	516
474	514
482	510
486	509
490	506
494	502
500	496
505	492
511	488
514	485
522	479
526	476
527	474
530	469
533	466
534	464
538	455
539	452
545	439
545	439
550	423
550	416
553	402
554	383
554	367
554	347
554	337
554	316
554	282
552	274
549	255
545	240
542	222
540	215
536	202
532	189
528	177
527	173
522	163
517	157
515	154
509	148
505	141
502	137
500	136
497	133
488	126
488	126
475	119
467	113
457	109
453	108
443	105
432	102
414	98
414	98
399	97
388	96
382	96
368	96
343	98
326	101
318	102
303	105
278	109
264	113
253	117
246	120
228	127
222	131
205	142
193	152
182	162
176	168
160	188
151	200
151	200
138	226
131	239
125	255
121	270
120	287
120	287
120	321
121	334
125	350
127	359
131	365
133	372
136	379
143	390
149	397
155	404
161	411
167	415
175	421
179	423
184	425
191	427
204	429
209	429
225	429
238	429
238	429
290	419
315	414
340	406
375	395
386	392
435	385
454	383
482	383
494	383
518	388
526	393
537	397
559	407
594	415
615	418
633	418
661	418
677	411
690	401
696	395
708	375
711	370
719	339
721	330
722	289
720	267
700	214
694	203
669	160
645	135
620	111
591	94
572	85
562	81
548	76
531	72
520	69
502	68
494	67
482	67
467	69
438	78
429	80
383	98
378	101
356	116
343	129
332	144
322	160
317	168
317	168
303	202
302	219
302	245
302	251
307	279
316	300
329	328
339	343
364	377
375	392
397	418
429	449
459	472
486	485
499	489
520	494
532	494
543	494
557	486
577	467
581	462
581	462
612	409
626	387
641	358
642	354
642	323
635	296
619	261
592	219
575	198
544	166
517	145
493	131
463	116
446	109
416	97
395	90
374	82
365	81
351	76
342	75
329	72
317	71
303	70
285	70
264	70
234	70
207	73
207	73
161	85
141	94
129	104
129	104
102	136
100	139
90	155
86	168
83	188
82	192
82	209
81	214
81	232
81	236
81	257
82	265
82	268
82	270
82	270
82	270
82	270
82	270
82	270
82	272
82	274
82	281
82	283
82	290
82	300
82	310
84	323
84	326
85	338
85	341
85	358
85	363
85	368
85	376
85	379
85	382
85	384
85	386
87	395
88	399
91	407
94	413
99	419
106	426
108	427
111	431
114	434
117	437
119	438
119	438
126	445
130	449
135	452
135	452
140	454
144	455
145	455
152	455
152	455
162	453
169	450
178	447
186	445
186	445
196	444
204	444
223	445
236	448
236	448
263	450
268	452
278	455
281	457
281	458
286	462
287	464
293	470
295	472
295	472
317	487
322	491
343	505
352	511
375	525
384	530
397	535
423	542
432	544
448	545
462	545
471	545
480	543
480	543
492	536
498	533
505	530
505	530
526	529
526	529
558	539
558	539
566	542
585	551
597	558
597	558
618	566
618	566
653	558
653	558
674	543
685	533
692	525
696	513
697	507
699	467
699	467
689	438
680	422
669	407
651	391
644	385
630	376
625	373
614	367
606	362
601	360
584	351
579	349
562	339
561	337
560	333
559	326
558	317
556	302
554	293
549	278
544	271
506	231
498	225
470	208
458	203
441	199
424	198
417	198
410	198
400	204
396	207
390	217
387	223
383	232
383	238
383	238
384	253
384	253
388	258
388	258
389	260
390	261
390	262
390	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
391	262
395	266
397	267
400	270
402	272
404	276
405	278
405	286
405	293
405	298
405	302
402	306
402	306
402	306
402	306
402	306
402	306
402	306
401	306
401	306
399	306
398	305
397	303
396	303
396	301
396	301
396	301
396	301
396	301
396	301
396	301
396	301
396	301
396	301
396	301
396	301
396	301
396	301
396	301
396	301
398	301
399	301
399	301
400	301
400	301
400	301
400	301
401	301
401	301
405	303
405	303
405	303
405	303
405	303
405	303
405	303
405	303
405	303
405	303
405	303
405	303
405	303
405	303
405	303
405	303
405	303
405	303
405	303
404	303
401	303
401	303
400	303
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
Mouse Click
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	302
399	304
399	304
399	327
399	327
396	341
395	352
395	357
394	360
393	364
393	368
393	370
393	371
392	373
392	374
392	374
392	374
392	374
392	374
392	374
392	374
392	374
392	374
392	374
392	374
392	374
392	374
392	374
392	374
392	374
392	374
392	374
Mouse Click
392	374
392	374
392	374
390	374
387	374
380	375
379	376
369	376
361	376
341	369
324	362
319	360
301	350
297	348
296	346
296	346
296	346
296	346
296	346
296	346
296	346
296	346
296	346
296	346
296	346
296	346
296	346
296	346
Mouse Click
296	346
296	346
296	344
293	331
291	319
290	314
290	298
287	287
283	271
278	257
277	255
276	251
276	250
276	250
276	250
276	250
276	250
276	250
276	250
276	250
276	250
276	250
Mouse Click
276	250
276	250
276	250
275	250
263	259
235	284
228	290
207	313
199	327
195	339
195	343
195	344
195	344
195	344
195	344
195	344
195	344
195	344
195	344
195	344
Mouse Click
195	344
195	344
195	344
195	344
218	362
248	378
283	398
312	414
314	416
315	417
315	417
315	417
315	417
315	417
315	417
315	417
315	417
315	417
315	417
Mouse Click
315	417
315	417
315	417
315	417
315	417
325	426
371	451
384	457
402	465
404	466
404	466
404	466
404	466
404	466
404	466
404	466
404	466
404	466
404	466
404	466
404	466
404	466
Mouse Click
404	466
404	466
404	466
403	464
403	457
403	448
413	415
435	365
443	334
452	311
465	298
470	294
479	285
486	280
487	278
488	278
488	278
488	278
488	278
488	278
488	278
488	278
488	278
488	278
488	278
Mouse Click
488	278
488	278
488	278
491	277
506	269
522	264
580	246
624	231
659	218
662	217
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
Mouse Click
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
665	215
